Date,symbol,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
1993-03-22 00:00:00+00:00,SPY,44.59375,44.875,44.5625,44.78125,24.75599479675293,183400.0,0.0,1.0
1993-03-23 00:00:00+00:00,SPY,44.90625,44.9375,44.8125,44.875,24.807828903198242,55200.0,0.0,1.0
1993-03-24 00:00:00+00:00,SPY,44.8125,45.0625,44.59375,44.875,24.807828903198242,37200.0,0.0,1.0
1993-03-25 00:00:00+00:00,SPY,44.90625,45.25,44.84375,45.15625,24.96331214904785,110100.0,0.0,1.0
1993-03-26 00:00:00+00:00,SPY,45.125,45.15625,44.875,44.90625,24.82511329650879,101500.0,0.0,1.0
1993-03-29 00:00:00+00:00,SPY,44.9375,45.3125,44.9375,45.09375,24.928754806518555,87100.0,0.0,1.0
1993-03-30 00:00:00+00:00,SPY,45.15625,45.21875,45.09375,45.21875,24.99786376953125,56000.0,0.0,1.0
1993-03-31 00:00:00+00:00,SPY,45.34375,45.46875,45.1875,45.1875,24.9805850982666,111600.0,0.0,1.0
1993-04-01 00:00:00+00:00,SPY,45.25,45.25,44.9375,45.03125,24.894214630126953,129500.0,0.0,1.0
1993-04-02 00:00:00+00:00,SPY,44.65625,44.65625,44.09375,44.09375,24.375940322875977,59400.0,0.0,1.0
1993-04-05 00:00:00+00:00,SPY,44.4375,44.4375,44.1875,44.3125,24.49687385559082,172200.0,0.0,1.0
1993-04-06 00:00:00+00:00,SPY,44.40625,44.40625,44.0625,44.1875,24.427766799926758,129700.0,0.0,1.0
1993-04-07 00:00:00+00:00,SPY,44.25,44.34375,44.15625,44.34375,24.51416015625,28000.0,0.0,1.0
1993-04-08 00:00:00+00:00,SPY,44.53125,44.53125,44.09375,44.28125,24.479597091674805,180800.0,0.0,1.0
1993-04-12 00:00:00+00:00,SPY,44.71875,44.9375,44.65625,44.90625,24.82511329650879,348500.0,0.0,1.0
1993-04-13 00:00:00+00:00,SPY,44.875,45.15625,44.84375,45.0,24.87693214416504,146100.0,0.0,1.0
1993-04-14 00:00:00+00:00,SPY,45.03125,45.0625,44.90625,44.9375,24.842388153076172,119600.0,0.0,1.0
1993-04-15 00:00:00+00:00,SPY,44.90625,45.03125,44.75,44.9375,24.842388153076172,148600.0,0.0,1.0
1993-04-16 00:00:00+00:00,SPY,44.96875,45.03125,44.875,44.9375,24.842388153076172,47900.0,0.0,1.0
1993-04-19 00:00:00+00:00,SPY,44.9375,45.0625,44.71875,44.75,24.73872947692871,157000.0,0.0,1.0
1993-04-20 00:00:00+00:00,SPY,44.6875,44.75,44.25,44.53125,24.617799758911133,279500.0,0.0,1.0
1993-04-21 00:00:00+00:00,SPY,44.625,44.625,44.375,44.5,24.60051155090332,67900.0,0.0,1.0
1993-04-22 00:00:00+00:00,SPY,44.3125,44.6875,43.9375,43.9375,24.2895565032959,97700.0,0.0,1.0
1993-04-23 00:00:00+00:00,SPY,43.84375,43.96875,43.6875,43.75,24.185894012451172,106000.0,0.0,1.0
1993-04-26 00:00:00+00:00,SPY,43.78125,43.9375,43.28125,43.40625,23.99587631225586,62600.0,0.0,1.0
1993-04-27 00:00:00+00:00,SPY,43.34375,43.875,43.34375,43.875,24.2550048828125,156800.0,0.0,1.0
1993-04-28 00:00:00+00:00,SPY,43.8125,43.90625,43.71875,43.78125,24.203184127807617,85900.0,0.0,1.0
1993-04-29 00:00:00+00:00,SPY,43.875,43.96875,43.625,43.96875,24.306825637817383,85000.0,0.0,1.0
1993-04-30 00:00:00+00:00,SPY,44.125,44.28125,44.03125,44.03125,24.34137535095215,88500.0,0.0,1.0
1993-05-03 00:00:00+00:00,SPY,44.09375,44.3125,43.90625,44.3125,24.49687385559082,80500.0,0.0,1.0
1993-05-04 00:00:00+00:00,SPY,44.40625,44.625,44.34375,44.46875,24.583248138427734,149100.0,0.0,1.0
1993-05-05 00:00:00+00:00,SPY,44.46875,44.75,44.46875,44.59375,24.652339935302734,109000.0,0.0,1.0
1993-05-06 00:00:00+00:00,SPY,44.53125,44.5625,44.40625,44.4375,24.56598472595215,54700.0,0.0,1.0
1993-05-07 00:00:00+00:00,SPY,44.46875,44.46875,44.28125,44.34375,24.51416015625,68000.0,0.0,1.0
1993-05-10 00:00:00+00:00,SPY,44.40625,44.6875,44.40625,44.4375,24.56598472595215,113900.0,0.0,1.0
1993-05-11 00:00:00+00:00,SPY,44.4375,44.625,44.3125,44.625,24.669620513916016,42600.0,0.0,1.0
1993-05-12 00:00:00+00:00,SPY,44.4375,44.59375,44.4375,44.5625,24.635080337524414,31000.0,0.0,1.0
1993-05-13 00:00:00+00:00,SPY,44.375,44.375,44.0,44.03125,24.34137535095215,129100.0,0.0,1.0
1993-05-14 00:00:00+00:00,SPY,44.03125,44.15625,43.96875,44.0,24.324111938476562,63500.0,0.0,1.0
1993-05-17 00:00:00+00:00,SPY,44.125,44.15625,43.9375,44.15625,24.41049575805664,34000.0,0.0,1.0
1993-05-18 00:00:00+00:00,SPY,44.1875,44.21875,43.96875,44.125,24.39320182800293,105200.0,0.0,1.0
1993-05-19 00:00:00+00:00,SPY,44.125,45.03125,43.84375,45.03125,24.894214630126953,50200.0,0.0,1.0
1993-05-20 00:00:00+00:00,SPY,45.03125,45.15625,44.9375,45.15625,24.96331214904785,98200.0,0.0,1.0
1993-05-21 00:00:00+00:00,SPY,45.1875,45.25,44.71875,44.75,24.73872947692871,221400.0,0.0,1.0
1993-05-24 00:00:00+00:00,SPY,44.84375,45.09375,44.84375,44.9375,24.842388153076172,30500.0,0.0,1.0
1993-05-25 00:00:00+00:00,SPY,45.125,45.125,45.03125,45.03125,24.894214630126953,191800.0,0.0,1.0
1993-05-26 00:00:00+00:00,SPY,45.15625,45.625,45.125,45.59375,25.205169677734375,102400.0,0.0,1.0
1993-05-27 00:00:00+00:00,SPY,45.65625,45.65625,45.375,45.4375,25.118785858154297,53800.0,0.0,1.0
1993-05-28 00:00:00+00:00,SPY,45.40625,45.40625,45.0,45.21875,24.99786376953125,79100.0,0.0,1.0
1993-06-01 00:00:00+00:00,SPY,45.375,45.8125,45.3125,45.65625,25.239723205566406,28300.0,0.0,1.0
1993-06-02 00:00:00+00:00,SPY,45.53125,45.75,45.34375,45.59375,25.205169677734375,20300.0,0.0,1.0
1993-06-03 00:00:00+00:00,SPY,45.5,45.5,45.34375,45.4375,25.118785858154297,21600.0,0.0,1.0
1993-06-04 00:00:00+00:00,SPY,45.3125,45.3125,45.09375,45.28125,25.032413482666016,32000.0,0.0,1.0
1993-06-07 00:00:00+00:00,SPY,45.375,45.375,45.125,45.125,24.946035385131836,121400.0,0.0,1.0
1993-06-08 00:00:00+00:00,SPY,45.0,45.0,44.71875,44.71875,24.721445083618164,104500.0,0.0,1.0
1993-06-09 00:00:00+00:00,SPY,44.875,45.0625,44.8125,44.875,24.807828903198242,43300.0,0.0,1.0
1993-06-10 00:00:00+00:00,SPY,44.84375,44.9375,44.75,44.90625,24.82511329650879,17900.0,0.0,1.0
1993-06-11 00:00:00+00:00,SPY,45.0625,45.15625,44.90625,45.09375,24.928754806518555,647400.0,0.0,1.0
1993-06-14 00:00:00+00:00,SPY,45.15625,45.1875,45.03125,45.03125,24.894214630126953,64200.0,0.0,1.0
1993-06-15 00:00:00+00:00,SPY,45.09375,45.125,44.9375,44.9375,24.842388153076172,142400.0,0.0,1.0
1993-06-16 00:00:00+00:00,SPY,44.9375,45.03125,44.8125,45.03125,24.894214630126953,330900.0,0.0,1.0
1993-06-17 00:00:00+00:00,SPY,45.125,45.1875,45.03125,45.1875,24.9805850982666,37400.0,0.0,1.0
1993-06-18 00:00:00+00:00,SPY,44.84375,44.84375,44.5,44.5,24.774864196777344,58500.0,0.318,1.0
1993-06-21 00:00:00+00:00,SPY,44.625,44.625,44.53125,44.59375,24.827062606811523,29300.0,0.0,1.0
1993-06-22 00:00:00+00:00,SPY,44.65625,44.65625,44.5625,44.625,24.844457626342773,137500.0,0.0,1.0
1993-06-23 00:00:00+00:00,SPY,44.625,44.625,44.21875,44.21875,24.6182861328125,227600.0,0.0,1.0
1993-06-24 00:00:00+00:00,SPY,44.34375,44.8125,44.34375,44.8125,24.948848724365234,243700.0,0.0,1.0
1993-06-25 00:00:00+00:00,SPY,44.78125,44.90625,44.75,44.78125,24.93144989013672,44800.0,0.0,1.0
1993-06-28 00:00:00+00:00,SPY,45.0,45.28125,44.9375,45.28125,25.209819793701172,439900.0,0.0,1.0
1993-06-29 00:00:00+00:00,SPY,45.21875,45.21875,45.0,45.0625,25.088043212890625,207500.0,0.0,1.0
1993-06-30 00:00:00+00:00,SPY,45.125,45.21875,45.0,45.0625,25.088043212890625,437600.0,0.0,1.0
1993-07-01 00:00:00+00:00,SPY,45.125,45.125,44.875,44.9375,25.018447875976562,605700.0,0.0,1.0
1993-07-02 00:00:00+00:00,SPY,44.78125,44.8125,44.53125,44.6875,24.879255294799805,285400.0,0.0,1.0
1993-07-06 00:00:00+00:00,SPY,44.625,44.75,44.15625,44.21875,24.6182861328125,246400.0,0.0,1.0
1993-07-07 00:00:00+00:00,SPY,44.1875,44.40625,44.1875,44.34375,24.68788719177246,343700.0,0.0,1.0
1993-07-08 00:00:00+00:00,SPY,44.375,44.9375,44.3125,44.84375,24.96623420715332,248200.0,0.0,1.0
1993-07-09 00:00:00+00:00,SPY,44.84375,44.96875,44.75,44.96875,25.035842895507812,378200.0,0.0,1.0
1993-07-12 00:00:00+00:00,SPY,44.90625,44.96875,44.84375,44.9375,25.018447875976562,373700.0,0.0,1.0
1993-07-13 00:00:00+00:00,SPY,44.96875,45.09375,44.65625,44.90625,25.00104331970215,389600.0,0.0,1.0
1993-07-14 00:00:00+00:00,SPY,44.9375,45.1875,44.90625,45.0625,25.088043212890625,617300.0,0.0,1.0
1993-07-15 00:00:00+00:00,SPY,45.03125,45.03125,44.78125,44.875,24.98365020751953,443800.0,0.0,1.0
1993-07-16 00:00:00+00:00,SPY,44.90625,44.9375,44.6875,44.75,24.914047241210938,216400.0,0.0,1.0
1993-07-19 00:00:00+00:00,SPY,44.75,44.75,44.59375,44.71875,24.89664649963379,188200.0,0.0,1.0
1993-07-20 00:00:00+00:00,SPY,44.6875,44.84375,44.46875,44.84375,24.96623420715332,68500.0,0.0,1.0
1993-07-21 00:00:00+00:00,SPY,44.78125,44.8125,44.65625,44.8125,24.948848724365234,142700.0,0.0,1.0
1993-07-22 00:00:00+00:00,SPY,44.75,44.8125,44.5,44.5,24.774864196777344,632400.0,0.0,1.0
1993-07-23 00:00:00+00:00,SPY,44.59375,44.71875,44.5625,44.71875,24.89664649963379,286200.0,0.0,1.0
1993-07-26 00:00:00+00:00,SPY,44.84375,45.0625,44.84375,44.96875,25.035842895507812,121300.0,0.0,1.0
1993-07-27 00:00:00+00:00,SPY,45.0,45.03125,44.78125,44.9375,25.018447875976562,92800.0,0.0,1.0
1993-07-28 00:00:00+00:00,SPY,44.84375,44.9375,44.78125,44.84375,24.96623420715332,30800.0,0.0,1.0
1993-07-29 00:00:00+00:00,SPY,44.9375,45.21875,44.875,45.09375,25.105440139770508,331000.0,0.0,1.0
1993-07-30 00:00:00+00:00,SPY,45.09375,45.09375,44.78125,44.84375,24.96623420715332,75300.0,0.0,1.0
1993-08-02 00:00:00+00:00,SPY,44.90625,45.125,44.90625,44.96875,25.035842895507812,41300.0,0.0,1.0
1993-08-03 00:00:00+00:00,SPY,45.0625,45.1875,44.84375,45.0,25.053234100341797,81600.0,0.0,1.0
1993-08-04 00:00:00+00:00,SPY,45.0,45.09375,44.875,45.0,25.053234100341797,434000.0,0.0,1.0
1993-08-05 00:00:00+00:00,SPY,45.0,45.0,44.84375,44.90625,25.00104331970215,36800.0,0.0,1.0
1993-08-06 00:00:00+00:00,SPY,45.03125,45.0625,44.90625,44.96875,25.035842895507812,402300.0,0.0,1.0
1993-08-09 00:00:00+00:00,SPY,45.09375,45.34375,45.0,45.21875,25.175033569335938,828200.0,0.0,1.0
1993-08-10 00:00:00+00:00,SPY,45.1875,45.21875,45.125,45.1875,25.157625198364258,604900.0,0.0,1.0
1993-08-11 00:00:00+00:00,SPY,45.15625,45.3125,45.15625,45.1875,25.157625198364258,542200.0,0.0,1.0
1993-08-12 00:00:00+00:00,SPY,45.3125,45.3125,44.90625,45.0625,25.088043212890625,303700.0,0.0,1.0
1993-08-13 00:00:00+00:00,SPY,45.09375,45.15625,45.09375,45.125,25.122835159301758,103500.0,0.0,1.0
1993-08-16 00:00:00+00:00,SPY,45.15625,45.5,45.15625,45.375,25.26201820373535,241800.0,0.0,1.0
1993-08-17 00:00:00+00:00,SPY,45.34375,45.53125,45.34375,45.53125,25.349002838134766,369300.0,0.0,1.0
1993-08-18 00:00:00+00:00,SPY,45.6875,45.875,45.65625,45.78125,25.48819351196289,414300.0,0.0,1.0
1993-08-19 00:00:00+00:00,SPY,45.8125,45.8125,45.71875,45.78125,25.48819351196289,28500.0,0.0,1.0
1993-08-20 00:00:00+00:00,SPY,45.6875,45.8125,45.65625,45.8125,25.505584716796875,80700.0,0.0,1.0
1993-08-23 00:00:00+00:00,SPY,45.625,45.75,45.625,45.71875,25.453401565551758,15600.0,0.0,1.0
1993-08-24 00:00:00+00:00,SPY,45.71875,46.21875,45.71875,46.21875,25.731775283813477,273400.0,0.0,1.0
1993-08-25 00:00:00+00:00,SPY,46.21875,46.4375,46.15625,46.25,25.749160766601562,242300.0,0.0,1.0
1993-08-26 00:00:00+00:00,SPY,46.28125,46.53125,46.09375,46.28125,25.766555786132812,120000.0,0.0,1.0
1993-08-27 00:00:00+00:00,SPY,46.15625,46.25,46.15625,46.25,25.749160766601562,25700.0,0.0,1.0
1993-08-30 00:00:00+00:00,SPY,46.28125,46.5,46.28125,46.4375,25.853557586669922,183500.0,0.0,1.0
1993-08-31 00:00:00+00:00,SPY,46.40625,46.5625,46.34375,46.5625,25.92315673828125,66500.0,0.0,1.0
1993-09-01 00:00:00+00:00,SPY,46.40625,46.59375,46.40625,46.5,25.888351440429688,136500.0,0.0,1.0
1993-09-02 00:00:00+00:00,SPY,46.53125,46.59375,46.3125,46.34375,25.801361083984375,472400.0,0.0,1.0
1993-09-03 00:00:00+00:00,SPY,46.3125,46.4375,46.25,46.375,25.818756103515625,630500.0,0.0,1.0
1993-09-07 00:00:00+00:00,SPY,46.375,46.4375,46.0,46.0625,25.644784927368164,196400.0,0.0,1.0
1993-09-08 00:00:00+00:00,SPY,46.0625,46.0625,45.59375,45.90625,25.55780029296875,269900.0,0.0,1.0
1993-09-09 00:00:00+00:00,SPY,45.71875,46.03125,45.71875,46.0,25.60997772216797,239200.0,0.0,1.0
1993-09-10 00:00:00+00:00,SPY,46.125,46.4375,46.0625,46.40625,25.836158752441406,106500.0,0.0,1.0
1993-09-13 00:00:00+00:00,SPY,46.5625,46.5625,46.4375,46.4375,25.853557586669922,66900.0,0.0,1.0
1993-09-14 00:00:00+00:00,SPY,46.3125,46.3125,46.09375,46.25,25.749160766601562,184500.0,0.0,1.0
1993-09-15 00:00:00+00:00,SPY,46.0625,46.40625,45.90625,46.375,25.818756103515625,101000.0,0.0,1.0
1993-09-16 00:00:00+00:00,SPY,46.3125,46.34375,46.15625,46.1875,25.714365005493164,54300.0,0.0,1.0
1993-09-17 00:00:00+00:00,SPY,45.875,45.90625,45.75,45.8125,25.664508819580078,200900.0,0.286,1.0
1993-09-20 00:00:00+00:00,SPY,45.875,45.96875,45.4375,45.4375,25.454431533813477,57800.0,0.0,1.0
1993-09-21 00:00:00+00:00,SPY,45.5,45.5625,44.8125,45.28125,25.36689567565918,318200.0,0.0,1.0
1993-09-22 00:00:00+00:00,SPY,45.4375,45.71875,45.375,45.65625,25.57697296142578,439700.0,0.0,1.0
1993-09-23 00:00:00+00:00,SPY,45.78125,45.9375,45.71875,45.90625,25.717042922973633,88500.0,0.0,1.0
1993-09-24 00:00:00+00:00,SPY,45.84375,45.875,45.71875,45.78125,25.647003173828125,53500.0,0.0,1.0
1993-09-27 00:00:00+00:00,SPY,46.125,46.28125,46.125,46.28125,25.92710304260254,274600.0,0.0,1.0
1993-09-28 00:00:00+00:00,SPY,46.3125,46.3125,46.15625,46.1875,25.87458038330078,158300.0,0.0,1.0
1993-09-29 00:00:00+00:00,SPY,46.1875,46.3125,45.96875,46.03125,25.78705596923828,221000.0,0.0,1.0
1993-09-30 00:00:00+00:00,SPY,46.03125,46.125,45.84375,45.9375,25.734539031982422,99300.0,0.0,1.0
1993-10-01 00:00:00+00:00,SPY,45.875,46.21875,45.8125,46.15625,25.85707664489746,22700.0,0.0,1.0
1993-10-04 00:00:00+00:00,SPY,46.21875,46.21875,46.09375,46.21875,25.89209747314453,1038500.0,0.0,1.0
1993-10-05 00:00:00+00:00,SPY,46.3125,46.3125,46.0,46.15625,25.85707664489746,436500.0,0.0,1.0
1993-10-06 00:00:00+00:00,SPY,46.1875,46.375,46.125,46.125,25.83957290649414,209200.0,0.0,1.0
1993-10-07 00:00:00+00:00,SPY,46.1875,46.1875,45.96875,46.0,25.76954460144043,59400.0,0.0,1.0
1993-10-08 00:00:00+00:00,SPY,46.125,46.15625,45.71875,46.0625,25.8045711517334,54400.0,0.0,1.0
1993-10-11 00:00:00+00:00,SPY,46.15625,46.25,46.15625,46.15625,25.85707664489746,467100.0,0.0,1.0
1993-10-12 00:00:00+00:00,SPY,46.21875,46.25,46.1875,46.21875,25.89209747314453,26200.0,0.0,1.0
1993-10-13 00:00:00+00:00,SPY,46.25,46.25,46.15625,46.21875,25.89209747314453,139100.0,0.0,1.0
1993-10-14 00:00:00+00:00,SPY,46.40625,46.8125,46.28125,46.8125,26.224720001220703,108100.0,0.0,1.0
1993-10-15 00:00:00+00:00,SPY,47.03125,47.15625,46.90625,47.0625,26.364782333374023,1502500.0,0.0,1.0
1993-10-18 00:00:00+00:00,SPY,47.03125,47.03125,46.875,46.9375,26.29473876953125,722400.0,0.0,1.0
1993-10-19 00:00:00+00:00,SPY,46.875,46.96875,46.59375,46.59375,26.10216522216797,880100.0,0.0,1.0
1993-10-20 00:00:00+00:00,SPY,46.75,46.75,46.5625,46.65625,26.13717269897461,230400.0,0.0,1.0
1993-10-21 00:00:00+00:00,SPY,46.6875,46.6875,46.53125,46.59375,26.10216522216797,56200.0,0.0,1.0
1993-10-22 00:00:00+00:00,SPY,46.65625,46.84375,46.375,46.375,25.979623794555664,390700.0,0.0,1.0
1993-10-25 00:00:00+00:00,SPY,46.40625,46.5625,46.28125,46.5,26.04965591430664,114500.0,0.0,1.0
1993-10-26 00:00:00+00:00,SPY,46.46875,46.5,46.3125,46.46875,26.032142639160156,186200.0,0.0,1.0
1993-10-27 00:00:00+00:00,SPY,46.40625,46.53125,46.40625,46.5,26.04965591430664,118400.0,0.0,1.0
1993-10-28 00:00:00+00:00,SPY,46.5625,46.96875,46.5625,46.84375,26.242229461669922,129600.0,0.0,1.0
1993-10-29 00:00:00+00:00,SPY,46.8125,46.875,46.78125,46.84375,26.242229461669922,80700.0,0.0,1.0
1993-11-01 00:00:00+00:00,SPY,46.78125,47.0,46.78125,46.96875,26.31224822998047,36400.0,0.0,1.0
1993-11-02 00:00:00+00:00,SPY,46.90625,47.0,46.65625,46.9375,26.29473876953125,262100.0,0.0,1.0
1993-11-03 00:00:00+00:00,SPY,46.90625,46.90625,46.125,46.34375,25.962120056152344,479100.0,0.0,1.0
1993-11-04 00:00:00+00:00,SPY,46.34375,46.34375,45.8125,45.84375,25.6820011138916,130400.0,0.0,1.0
1993-11-05 00:00:00+00:00,SPY,45.71875,46.0625,45.53125,46.0625,25.8045711517334,363200.0,0.0,1.0
1993-11-08 00:00:00+00:00,SPY,46.09375,46.25,45.96875,46.125,25.83957290649414,367600.0,0.0,1.0
1993-11-09 00:00:00+00:00,SPY,46.4375,46.46875,46.125,46.15625,25.85707664489746,246900.0,0.0,1.0
1993-11-10 00:00:00+00:00,SPY,46.15625,46.5,46.03125,46.5,26.04965591430664,46500.0,0.0,1.0
1993-11-11 00:00:00+00:00,SPY,46.5,46.625,46.34375,46.375,25.979623794555664,88900.0,0.0,1.0
1993-11-12 00:00:00+00:00,SPY,46.46875,46.75,46.4375,46.59375,26.10216522216797,108200.0,0.0,1.0
1993-11-15 00:00:00+00:00,SPY,46.6875,46.6875,46.4375,46.5625,26.084672927856445,243300.0,0.0,1.0
1993-11-16 00:00:00+00:00,SPY,46.65625,46.8125,46.46875,46.78125,26.207199096679688,492600.0,0.0,1.0
1993-11-17 00:00:00+00:00,SPY,46.8125,46.8125,46.40625,46.53125,26.06717300415039,39600.0,0.0,1.0
1993-11-18 00:00:00+00:00,SPY,46.46875,46.5625,46.28125,46.40625,25.99713706970215,240800.0,0.0,1.0
1993-11-19 00:00:00+00:00,SPY,46.25,46.375,46.21875,46.3125,25.944602966308594,106000.0,0.0,1.0
1993-11-22 00:00:00+00:00,SPY,46.1875,46.21875,45.875,46.03125,25.78705596923828,165300.0,0.0,1.0
1993-11-23 00:00:00+00:00,SPY,46.28125,46.3125,46.03125,46.28125,25.92710304260254,89700.0,0.0,1.0
1993-11-24 00:00:00+00:00,SPY,46.40625,46.5,46.34375,46.46875,26.032142639160156,77200.0,0.0,1.0
1993-11-26 00:00:00+00:00,SPY,46.59375,46.59375,46.46875,46.5,26.04965591430664,1019800.0,0.0,1.0
1993-11-29 00:00:00+00:00,SPY,46.625,46.71875,46.3125,46.3125,25.944602966308594,517500.0,0.0,1.0
1993-11-30 00:00:00+00:00,SPY,46.28125,46.5625,46.25,46.34375,25.962120056152344,230000.0,0.0,1.0
1993-12-01 00:00:00+00:00,SPY,46.59375,46.625,46.40625,46.40625,25.99713706970215,379200.0,0.0,1.0
1993-12-02 00:00:00+00:00,SPY,46.5,46.5625,46.40625,46.53125,26.06717300415039,352000.0,0.0,1.0
1993-12-03 00:00:00+00:00,SPY,46.5,46.71875,46.5,46.71875,26.17219352722168,306000.0,0.0,1.0
1993-12-06 00:00:00+00:00,SPY,46.78125,46.9375,46.78125,46.875,26.259729385375977,99500.0,0.0,1.0
1993-12-07 00:00:00+00:00,SPY,46.875,46.90625,46.78125,46.84375,26.242229461669922,88800.0,0.0,1.0
1993-12-08 00:00:00+00:00,SPY,46.84375,46.84375,46.78125,46.84375,26.242229461669922,146700.0,0.0,1.0
1993-12-09 00:00:00+00:00,SPY,46.84375,46.90625,46.625,46.6875,26.154685974121094,416500.0,0.0,1.0
1993-12-10 00:00:00+00:00,SPY,46.71875,46.71875,46.5,46.59375,26.10216522216797,412900.0,0.0,1.0
1993-12-13 00:00:00+00:00,SPY,46.59375,46.875,46.53125,46.875,26.259729385375977,273200.0,0.0,1.0
1993-12-14 00:00:00+00:00,SPY,46.90625,46.90625,46.53125,46.53125,26.06717300415039,41900.0,0.0,1.0
1993-12-15 00:00:00+00:00,SPY,46.59375,46.625,46.46875,46.46875,26.032142639160156,82600.0,0.0,1.0
1993-12-16 00:00:00+00:00,SPY,46.65625,46.65625,46.5625,46.625,26.119672775268555,78200.0,0.0,1.0
1993-12-17 00:00:00+00:00,SPY,46.40625,46.59375,46.375,46.5625,26.26323699951172,104700.0,0.317,1.0
1993-12-20 00:00:00+00:00,SPY,46.53125,46.65625,46.5,46.625,26.298480987548828,68800.0,0.0,1.0
1993-12-21 00:00:00+00:00,SPY,46.5625,46.5625,46.40625,46.46875,26.21034812927246,205700.0,0.0,1.0
