variant,feature_count,dataset_rows,fold_count,mean_total_return,mean_sharpe,mean_trade_count,mean_max_drawdown,mean_profit_factor,mean_win_rate,model_dir,reports_dir
price_plus_regime_plus_trend_state_plus_regime_thresholding,17,8155,30,0.029911544004647347,0.48736763660285903,35.6,-0.12127041304488184,inf,0.5810056269246611,reports/ablation/latest/runs/price_plus_regime_plus_trend_state_plus_regime_thresholding/models,reports/ablation/latest/runs/price_plus_regime_plus_trend_state_plus_regime_thresholding/reports
price_plus_regime_plus_trend_state_plus_regime_thresholding_plus_soft_objective,17,8155,30,0.029911544004647347,0.48736763660285903,35.6,-0.12127041304488184,inf,0.5810056269246611,reports/ablation/latest/runs/price_plus_regime_plus_trend_state_plus_regime_thresholding_plus_soft_objective/models,reports/ablation/latest/runs/price_plus_regime_plus_trend_state_plus_regime_thresholding_plus_soft_objective/reports
